name,distance,stellar_magnitude,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,orbital_radius_bin,habitable_zone,planet_surface_temperature,atmospheric_pressure,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,combined_planetary_composition_hypothesis
Beta Pictoris c,64.0,3.85,2019,10.14112,1.898e+27,1.11,71492.0,2.680483,3.3,0.31,Radial Velocity,11.256643200000005,10.31985955,>2,No,Cold,Low,Medium,Low,1.924784576e+28,79356.12000000001,203989343.9418549,Low,High,Unknown,Medium,0.9996434739450154,1.0677307207327058,Extremely Low,Iron World
Beta Ursae Minoris b,126.0,2.0569,2014,6.1,1.898e+27,1.14,71492.0,1.4,1.4,0.19,Radial Velocity,6.953999999999999,2.87966,1-2,Yes,Temperate,Low,Medium,Low,1.15778e+28,81500.87999999999,116328907.47734974,Unknown,High,Unknown,Medium,0.9998140686360114,1.0269049278431082,Extremely Low,Iron World
CD Ceti b,28.0,13.95,2020,3.95,5.972e+24,1.82,6371.0,0.0185,0.0062970566,0.0,Radial Velocity,7.189000000000001,0.258075,<0.5,No,Hot,Unknown,Medium,High,2.3589400000000003e+25,11595.22,11709682.2635017,Low,Medium,Unknown,Medium,0.9999981215016964,1.2990058493356167,Moderate,Titanium World
CFBDSIR J145829+101343 b,75.0,13.543,2011,10.5,1.898e+27,1.11,71492.0,2.6,27.5,0.0,Direct Imaging,11.655,0.0720863,>2,No,Cold,Low,Medium,Low,1.9929e+28,79356.12000000001,211208240.4497212,Low,High,Unknown,Medium,0.9996541964399766,1.29175026758669,Extremely Low,Iron World
CFHTWIR-Oph 98 b,1371.0,13.543,2021,7.8,1.898e+27,1.86,71492.0,200.0,22027.4,0.0,Direct Imaging,14.508,0.0720863,>2,No,Cold,Low,Medium,Low,1.48044e+28,132975.12,55877405.311189055,Low,High,Unknown,Medium,0.973355220192242,1.29175026758669,Extremely Low,Maelstrom World
CHXR 73 b,621.0,13.543,2006,12.569,1.898e+27,1.1,71492.0,210.0,5146.9,0.0,Direct Imaging,13.825900000000004,0.0720863,>2,No,Cold,Low,Medium,Low,2.3855962e+28,78641.20000000001,257444058.2973063,Low,High,Unknown,Medium,0.9720229518919516,1.29175026758669,Extremely Low,Iron World
CI Tauri b,515.0,13.642,2019,11.6,1.898e+27,1.11,71492.0,0.1028,0.024640657,0.25,Radial Velocity,12.876,0.0720863,<0.5,No,Unknown,Low,Medium,Low,2.20168e+28,79356.12000000001,233334818.02064428,Unknown,High,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Iron World
COCONUTS-2 b,36.0,11.298,2021,6.3,1.898e+27,1.11,71492.0,7506.0,1101369.9,0.0,Direct Imaging,6.993,84802.788,>2,No,Cold,Low,Medium,Low,1.19574e+28,79356.12000000001,126724944.26983269,Low,High,Unknown,Medium,0.0,0.2383739539988111,Extremely Low,Iron World
CoRoT-10 b,1104.0,15.293,2010,2.75,1.898e+27,0.97,71492.0,0.1055,0.03613963,0.53,Transit,2.6675,1.6134114999999998,<0.5,No,Temperate,Low,Medium,Low,5.2195e+27,69347.24,72436380.65983218,Low,High,Unknown,Medium,0.999986530767484,1.3296998235563633,Somewhat High,Tidally Locked World
CoRoT-11 b,2137.0,12.897,2010,2.33,1.898e+27,1.43,71492.0,0.0436,0.008213553,0.0,Transit,3.3319,0.5623092,<0.5,No,Temperate,Low,Medium,Medium,4.42234e+27,102233.56,28239133.278161302,Unknown,High,Unknown,Medium,0.9999947775082628,1.274927330437066,Moderately Low,Tidally Locked World
CoRoT-12 b,3674.0,15.588,2010,0.917,1.898e+27,1.44,71492.0,0.04016,0.007665982,0.07,Transit,1.32048,0.62601408,<0.5,No,Temperate,Low,Medium,High,1.740466e+27,102948.48,10960033.169563817,Low,Medium,Unknown,Low,0.9999952358085582,1.3364532357171046,High,Rocky
CoRoT-13 b,3748.0,15.005,2010,1.308,1.898e+27,0.885,71492.0,0.051,0.0109514035,0.0,Transit,1.15758,0.765255,<0.5,No,Temperate,Low,Medium,High,2.482584e+27,63270.42,41389360.821633,Low,High,Unknown,Medium,0.9999937916297208,1.3231224211966877,Somewhat High,Rocky
CoRoT-14 b,5691.0,15.932,2010,7.6,1.898e+27,1.09,71492.0,0.027,0.0041067763,0.0,Transit,8.284,0.430164,<0.5,No,Temperate,Low,Medium,High,1.44248e+28,77926.28,158536079.23347571,Low,High,Unknown,Medium,0.9999969890736412,1.3443200033861384,Extremely High,Lava World
CoRoT-16 b,2389.0,16.052,2011,0.535,1.898e+27,1.17,71492.0,0.0618,0.014784395,0.33,Transit,0.62595,0.9920136,<0.5,No,Temperate,Low,Medium,High,1.01543e+27,83645.64,9686113.986974897,Low,Medium,Unknown,Low,0.9999923527799564,1.3470589767682504,Extremely High,Lava World
CoRoT-17 b,3837.0,16.29,2011,2.43,1.898e+27,1.02,71492.0,0.0461,0.010403832,0.0,Transit,2.4786,0.750969,<0.5,No,Temperate,Low,Medium,High,4.61214e+27,72921.84,57885987.58089258,Low,High,Unknown,Medium,0.9999944444411878,1.3525025609531454,Extremely High,Lava World
CoRoT-18 b,2495.0,14.868,2011,3.47,1.898e+27,1.31,71492.0,0.0295,0.005201916,0.08,Transit,4.5457,0.438606,<0.5,No,Temperate,Low,Medium,High,6.58606e+27,93654.52,50113461.337396376,Low,High,Unknown,Medium,0.9999966560065664,1.319992997860332,Somewhat High,Rocky
CoRoT-19 b,2579.0,14.135,2011,1.11,1.898e+27,1.29,71492.0,0.0518,0.010677618,0.05,Transit,1.4319000000000002,0.732193,<0.5,No,Temperate,Low,Medium,High,2.10678e+27,92224.68,16531454.845862204,Low,High,Unknown,Medium,0.9999936850482566,1.3032311444656968,Moderate,Rocky
CoRoT-1 b,2570.0,13.623,2008,1.03,1.898e+27,1.49,71492.0,0.02752,0.0041067763,0.0,Transit,1.5347,0.3749049599999999,<0.5,No,Temperate,Low,Medium,High,1.95494e+27,106523.08,11498262.122463146,Low,High,Unknown,Medium,0.9999969197956896,1.2915283112630636,Moderately Low,Rocky
CoRoT-20 b,2753.0,14.63,2011,4.3,1.898e+27,0.84,71492.0,0.09,0.025188226,0.59,Transit,3.612,1.3167,<0.5,No,Temperate,Low,Medium,High,8.161399999999999e+27,60053.28,151034930.64326698,Low,High,Unknown,Medium,0.9999885957833496,1.3145434451134514,Moderately High,Iron World
CoRoT-20 c,2753.0,14.63,2018,17.0,1.898e+27,1.09,71492.0,2.9,4.6,0.6,Radial Velocity,18.53,42.427,>2,No,Cold,Low,Medium,Low,3.2266e+28,77926.28,354620177.2327746,Low,High,Unknown,Medium,0.999614228390968,1.31416907772107,Moderately High,Iron World
CoRoT-21 b,4563.0,16.058,2012,2.26,1.898e+27,1.3,71492.0,0.0417,0.0073921974,0.0,Transit,2.938,0.6696186,<0.5,No,Temperate,Low,Medium,High,4.289479999999999e+27,92939.6,33142804.232815392,Low,High,Unknown,Medium,0.99999503063924,1.3471988351113238,Extremely High,Lava World
CoRoT-22 b,2046.0,13.82,2014,12.2,5.972e+24,0.435,71492.0,0.092,0.026830938,0.08,Transit,5.307,1.27144,<0.5,No,Hot,Unknown,Medium,High,7.28584e+25,31099.02,5027735.529841833,Low,Medium,Unknown,Unknown,0.9999883293296896,1.2960238133481632,Moderate,Rocky
CoRoT-23 b,3461.0,15.675,2011,2.8,1.898e+27,1.05,71492.0,0.048,0.009856262,0.16,Transit,2.94,0.7524000000000001,<0.5,No,Temperate,Low,Medium,High,5.314399999999999e+27,75066.6,62942929.23551962,Low,High,Unknown,Medium,0.9999941913102108,1.3384413082337097,High,Tidally Locked World
CoRoT-24 b,1930.0,15.383,2014,5.7,5.972e+24,0.33,71492.0,0.056,0.013963039,0.0,Transit,1.881,0.861448,<0.5,No,Hot,Unknown,Medium,High,3.40404e+25,23592.36,4081671.8279031967,Low,Medium,Unknown,Unknown,0.9999931254955704,1.3317641255412973,High,Rocky
CoRoT-24 c,1930.0,15.383,2014,28.0,5.972e+24,0.44,71492.0,0.098,0.03230664,0.0,Transit,12.32,1.507534,<0.5,No,Hot,Unknown,Medium,High,1.67216e+26,31456.48,11278303.734995676,Low,Medium,Unknown,Unknown,0.9999875299687092,1.331758530014436,High,Volcanic World
CoRoT-25 b,3600.0,14.79,2013,0.27,1.898e+27,1.08,71492.0,0.0578,0.013415469,0.0,Transit,0.2916,0.8548619999999999,<0.5,No,Temperate,Low,Medium,High,5.1246e+26,77211.36,5736985.737612466,Low,Medium,Unknown,Low,0.9999928856872764,1.318205881251774,Moderately High,Methane World
CoRoT-26 b,3409.0,15.861,2013,0.52,1.898e+27,1.26,71492.0,0.0526,0.011498973,0.0,Transit,0.6552,0.8342886,<0.5,No,Temperate,Low,Medium,High,9.8696e+26,90079.92,8117639.683152333,Low,Medium,Unknown,Low,0.9999935784667926,1.3426932903877766,Extremely High,Lava World
CoRoT-27 b,3296.0,15.774,2014,10.39,1.898e+27,1.007,71492.0,0.0476,0.009856262,0.065,Transit,10.46273,0.7508424,<0.5,No,Temperate,Low,Medium,High,1.972022e+28,71992.44399999999,253935911.8105616,Low,High,Unknown,Medium,0.9999942446009428,1.340704839506974,High,Iron World
CoRoT-28 b,2499.0,13.783,2015,0.484,1.898e+27,0.955,71492.0,0.0603,0.014236824,0.05,Transit,0.4622199999999999,0.8311149,<0.5,No,Temperate,Low,Medium,High,9.18632e+26,68274.86,13152434.13180467,Low,High,Unknown,Medium,0.9999925526202014,1.295182090321971,Moderate,Jungle World
CoRoT-29 b,2631.0,15.408,2015,0.85,1.898e+27,0.9,71492.0,0.0386,0.007939767,0.08,Transit,0.765,0.5947488,<0.5,No,Temperate,Low,Medium,High,1.6133e+27,64342.8,26007668.67717652,Low,High,Unknown,Medium,0.999995443642413,1.3323380290372642,High,Magnetic World
CoRoT-2 b,696.0,12.516,2008,3.47,1.898e+27,1.466,71492.0,0.02798,0.0046543465,0.01,Transit,5.08702,0.35019768,<0.5,No,Temperate,Low,Medium,Medium,6.58606e+27,104807.272,40015574.02119992,Unknown,High,Unknown,Medium,0.999996858511348,1.2662184507194965,Somewhat Low,Rocky
CoRoT-30 b,3367.0,15.571,2020,2.9,1.898e+27,1.009,71492.0,0.0844,0.024914443,0.01,Transit,2.9260999999999995,1.3141924,<0.5,No,Temperate,Low,Medium,High,5.504199999999999e+27,72135.428,70596501.96871267,Low,High,Unknown,Medium,0.9999893418535976,1.3360586637247396,High,Rocky
CoRoT-31 b,6543.0,15.479,2020,0.84,1.898e+27,1.46,71492.0,0.0586,0.012594113,0.02,Transit,1.2264,0.9070694,<0.5,No,Temperate,Low,Medium,High,1.5943199999999998e+27,104378.32,9766548.059977535,Low,Medium,Unknown,Low,0.9999927791058124,1.3339586668921766,High,Rocky
CoRoT-35 b,3664.0,15.635,2022,1.1,1.898e+27,1.68,71492.0,0.0429,0.008761123,0.0,Transit,1.848,0.6707415,<0.5,No,Temperate,Low,Medium,High,2.0878e+27,120106.56,9659210.680674052,Low,Medium,Unknown,Low,0.999994870767044,1.337527451131944,High,Plateau World
CoRoT-36 b,3020.0,13.126,2022,0.68,1.898e+27,1.41,71492.0,0.066,0.015331964,0.0,Transit,0.9588,0.866316,<0.5,No,Temperate,Low,Medium,Medium,1.2906400000000002e+27,100803.72,8476922.33932417,Unknown,Medium,Unknown,Low,0.9999917932272702,1.2801600679540523,Moderately Low,Volcanic World
CoRoT-3 b,2508.0,13.448,2008,21.66,1.898e+27,1.01,71492.0,0.05783,0.011772759,0.0,Transit,21.8766,0.77769784,<0.5,No,Temperate,Low,Medium,Medium,4.111068e+28,72206.92,526239231.3021112,Unknown,High,Unknown,Medium,0.9999928816904716,1.2875231757139751,Moderately Low,Iron World
CoRoT-4 b,2370.0,13.652,2008,0.72,1.898e+27,1.19,71492.0,0.09,0.025188226,0.0,Transit,0.8567999999999999,1.22868,<0.5,No,Temperate,Low,Medium,High,1.36656e+27,85075.48,12601031.310126271,Low,High,Unknown,Medium,0.9999885957833496,1.2921830262557077,Moderate,Storm World
CoRoT-5 b,2879.0,14.043,2009,0.467,1.898e+27,1.388,71492.0,0.04947,0.0109514035,0.09,Transit,0.648196,0.69470721,<0.5,No,Temperate,Low,Medium,High,8.863660000000001e+26,99230.896,6007661.650338065,Low,Medium,Unknown,Low,0.9999939954667706,1.3011280207994331,Moderate,Jungle World
CoRoT-6 b,2105.0,13.961,2009,2.96,1.898e+27,1.166,71492.0,0.0855,0.02436687,0.1,Transit,3.45136,1.1936655,<0.5,No,Temperate,Low,Medium,High,5.618079999999999e+27,83359.67199999999,53958780.67839658,Low,High,Unknown,Medium,0.9999891953040848,1.2992484206916195,Moderate,Jungle World
CoRoT-7 b,522.0,11.728,2009,4.07661,5.972e+24,1.681,6371.0,0.017016,0.0024640656,0.0,Transit,6.85278141,0.1995636479999999,<0.5,No,Hot,Unknown,Medium,Medium,2.434551492e+25,10709.651,14166237.866648264,Low,Medium,Unknown,Medium,0.9999983192103123,1.248203541214062,Low,Tidally Locked World
CoRoT-7 c,522.0,11.728,2009,8.4,5.972e+24,0.253,71492.0,0.046,0.010130048,0.0,Radial Velocity,2.1252,0.539488,<0.5,No,Hot,Unknown,Medium,Medium,5.01648e+25,18087.476,10233621.53648001,Low,Medium,Unknown,Unknown,0.9999944577638707,1.2481996797676205,Low,Mirror World
CoRoT-7 d,522.0,11.728,2022,17.142,5.972e+24,0.384,71492.0,0.1028,0.024640657,0.0,Radial Velocity,6.582528,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.02372024e+26,27452.928,9065466.346439732,Unknown,Medium,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Mirror World
CoRoT-8 b,1050.0,14.792,2010,0.22,1.898e+27,0.57,71492.0,0.063,0.016974675,0.0,Transit,0.1253999999999999,0.931896,<0.5,No,Temperate,Low,Medium,High,4.1756e+26,40750.44,16781875.177060295,Low,High,Unknown,Medium,0.9999921929077604,1.318250915300188,Moderately High,Radiation World
CoRoT-9 b,1347.0,13.637,2009,0.84,1.898e+27,1.066,71492.0,0.4021,0.2609172,0.13,Transit,0.89544,5.4834377000000005,<0.5,No,Temperate,Low,Medium,Low,1.5943199999999998e+27,76210.47200000001,18320292.095653217,Low,High,Unknown,Medium,0.9999470156896976,1.2917984949525811,Moderate,Radiation World
CoRoTID 223977153 b,1881.0,13.626,2017,0.15,1.898e+27,0.57,71492.0,0.071,0.0183436,0.0,Transit,0.0854999999999999,0.967446,<0.5,No,Temperate,Low,Medium,High,2.847e+26,40750.44,11442187.620722923,Low,High,Unknown,Medium,0.99999112709312,1.2915911088023888,Moderately Low,Tidally Locked World
CT Chamaleontis b,622.0,12.335,2007,17.0,1.898e+27,2.2,71492.0,440.0,0.99931556,0.0,Direct Imaging,37.400000000000006,5427.400000000001,>2,No,Cold,Low,Medium,Low,3.2266e+28,157282.40000000002,87050461.27484699,Low,High,Unknown,Medium,0.94138078098527,1.2034640952657585,Low,Iron World
DE Canum Venaticorum b,100.0,12.956,2018,12.0293,1.898e+27,1.1,71492.0,5.75,11.2,0.0,Eclipse Timing Variations,13.23223,74.497,>2,No,Cold,Low,Medium,Low,2.28316114e+28,78641.20000000001,246389673.8384745,Low,High,Unknown,Medium,0.9992345319253852,1.275516026278122,Moderately Low,Iron World
DENIS-P J082303.1-491201 b,68.0,13.543,2013,28.5,1.898e+27,1.06,71492.0,0.36,0.67460644,0.35,Astrometry,30.21,0.0720863,<0.5,No,Temperate,Low,Medium,Low,5.4093e+28,75781.52,628638024.2211167,Unknown,High,Unknown,Medium,0.9999526245392416,1.29175026758669,Extremely Low,Iron World
DH Tauri b,440.0,13.98,2004,11.0,1.898e+27,2.7,71492.0,330.0,10441.5,0.0,Direct Imaging,29.700000000000003,4613.400000000001,>2,No,Cold,Low,Medium,Low,2.0878e+28,193028.4,37396647.77110349,Low,High,Unknown,Medium,0.9560357322884656,1.2557293625413348,Somewhat Low,Radiation World
DMPP-1 b,204.0,7.98,2019,24.27,5.972e+24,0.472,71492.0,0.1462,0.050924025,0.083,Radial Velocity,11.45544,1.166676,<0.5,No,Hot,Unknown,Medium,Low,1.4494044e+26,33744.223999999995,8495264.145527188,Low,Medium,Unknown,Unknown,0.999981108435502,1.1624942548985318,Very Low,Tidally Locked World
DMPP-1 c,204.0,7.98,2019,9.6,5.972e+24,0.273,71492.0,0.0733,0.018069815,0.057,Radial Velocity,2.6208,0.5849340000000001,<0.5,No,Hot,Unknown,Medium,Medium,5.73312e+25,19517.316000000003,10044701.769835306,Low,Medium,Unknown,Unknown,0.999990820671411,1.1625039671344408,Very Low,Titanium World
DMPP-1 d,204.0,7.98,2019,3.35,5.972e+24,1.65,6371.0,0.0422,0.007939767,0.07,Radial Velocity,5.5275,0.336756,<0.5,No,Hot,Unknown,Medium,Medium,2.00062e+25,10512.15,12082803.419626618,Low,Medium,Unknown,Medium,0.9999949640258248,1.1625081104888548,Very Low,Shadow World
DMPP-1 e,204.0,7.98,2019,4.13,5.972e+24,1.86,6371.0,0.0651,0.015058179,0.07,Radial Velocity,7.6818,0.519498,<0.5,No,Hot,Unknown,Medium,Medium,2.466436e+25,11850.06,11722357.294349028,Low,Medium,Unknown,Medium,0.9999919131314172,1.162505059594447,Very Low,Shadow World
DMPP-2 b,450.0,8.57,2019,0.437,1.898e+27,1.28,71492.0,0.0664,0.014236824,0.08,Radial Velocity,0.55936,0.569048,<0.5,No,Temperate,Low,Medium,Medium,8.29426e+26,91509.76,6610419.406063427,Unknown,Medium,Unknown,Low,0.9999917399365382,1.1759943006389024,Very Low,Shadow World
DMPP-3 A b,148.0,9.066,2019,2.58,5.972e+24,1.41,6371.0,0.0662,0.0183436,0.14,Radial Velocity,3.6378,0.6001692,<0.5,No,Hot,Unknown,Medium,Medium,1.540776e+25,8983.109999999999,12743017.275119552,Low,Medium,Unknown,Medium,0.9999917665819044,1.187334580610895,Very Low,Shadow World
DP Leonis b,997.0,18.6837,2009,6.28,1.898e+27,1.14,71492.0,8.19,28.0,0.39,Eclipse Timing Variations,7.159199999999999,153.019503,>2,No,Cold,Low,Medium,Low,1.191944e+28,81500.87999999999,119761563.76356664,Low,High,Unknown,Medium,0.9989094584601144,1.4061457289800283,Extremely High,Lava World
DS Tucanae A b,144.0,8.17,2019,1.3,1.898e+27,0.509,71492.0,0.1028,0.022176592,0.0,Transit,0.6617000000000001,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,2.4673999999999999e+27,36389.428,124358451.2273444,Unknown,High,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Iron World
EPIC 201170410.02,437.0,17.6984,2020,1.15,5.972e+24,1.047,6371.0,0.0349,0.018617386,0.0,Transit,1.2040499999999998,0.61767416,<0.5,No,Hot,Unknown,Unknown,High,6.8678e+24,6670.437,10301376.687965846,Low,Low,Unknown,Unknown,0.999995936581684,1.38470488532191,Extremely High,Lava World
EPIC 201238110 b,520.0,16.014,2019,4.16,5.972e+24,1.87,6371.0,0.1028,0.077207394,0.0,Transit,7.7792,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,2.4843520000000003e+25,11913.77,11681561.742261542,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Methane World
EPIC 201427007 b,2304.0,14.321,2021,2.86,5.972e+24,1.5,6371.0,0.1028,0.0019164955,0.0,Transit,4.29,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.707992e+25,9556.5,12481716.272823842,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 201497682 b,825.0,13.948,2019,0.26,5.972e+24,0.692,6371.0,0.1028,0.0057494864,0.0,Transit,0.17992,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,1.5527200000000002e+24,4408.732,5331531.141476806,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 201595106 b,757.0,11.746,2021,2.24,5.972e+24,1.3,6371.0,0.1028,0.0024640656,0.0,Transit,2.9120000000000004,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.3377280000000002e+25,8282.300000000001,13015237.723969078,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Canyon World
EPIC 201615463 c,1556.0,12.081,2019,1.98,5.972e+24,1.22,6371.0,0.1028,0.010403832,0.0,Transit,2.4156,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.182456e+25,7772.62,13062801.279881485,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Methane World
EPIC 201754305 d,1093.0,14.668,2019,1.08,5.972e+24,1.03,6371.0,0.1028,0.0073921974,0.0,Transit,1.1124,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,6.44976e+24,6562.13,9996318.781639395,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 201757695.02,1884.0,14.974,2020,0.688,5.972e+24,0.908,6371.0,0.0296,0.0054757018,0.0,Transit,0.6247039999999999,0.4432304,<0.5,No,Hot,Unknown,Unknown,High,4.108736e+24,5784.868,8194218.351046714,Low,Low,Unknown,Unknown,0.9999966426838832,1.322416506417936,Somewhat High,Volcanic World
EPIC 201833600 c,840.0,14.705,2019,0.972,5.972e+24,1.0,6371.0,0.1028,0.0109514035,0.0,Transit,0.972,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,5.804784e+24,6371.0,9544585.135897111,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Magnetic World
EPIC 201841433 b,1424.0,14.983,2019,1.12,5.972e+24,1.04,6371.0,0.035,0.011498973,0.0,Transit,1.1648,0.5244050000000001,<0.5,No,Hot,Unknown,Unknown,High,6.688640000000001e+24,6625.84,10168154.471850846,Low,Low,Unknown,Unknown,0.9999959232590012,1.3226215577187386,Somewhat High,Storm World
EPIC 205950854 c,796.0,12.365,2019,2.27,5.972e+24,1.31,6371.0,0.1028,0.022176592,0.0,Transit,2.9737,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.355644e+25,8346.01,12988950.36098842,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 206024342 b,1207.0,13.096,2019,3.53,5.972e+24,1.7,6371.0,0.1028,0.0123203285,0.0,Transit,6.001,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,2.108116e+25,10830.7,11994099.680221569,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Tidally Locked World
EPIC 206024342 c,1207.0,13.096,2021,2.54,5.972e+24,1.4,6371.0,0.1028,0.0024640656,0.0,Transit,3.556,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.516888e+25,8919.4,12725311.920077823,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Plateau World
EPIC 206024342 d,1207.0,13.096,2021,7.27,5.972e+24,0.232,71492.0,0.1028,0.039972622,0.0,Transit,1.68664,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,4.341644e+25,16586.144,10532938.515546592,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Nomad Planet
EPIC 206032309 b,526.0,17.89,2019,1.01,5.972e+24,1.01,6371.0,0.1028,0.007939767,0.0,Transit,1.0201,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,6.03172e+24,6434.71,9722308.943382137,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 206042996 b,1474.0,16.59,2019,3.53,5.972e+24,1.7,6371.0,0.1028,0.01451061,0.0,Transit,6.001,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,2.108116e+25,10830.7,11994099.680221569,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Radiation World
EPIC 206042996 c,1474.0,16.59,2021,1.87,5.972e+24,1.2,6371.0,0.1028,0.0010951404,0.0,Transit,2.244,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.1167640000000002e+25,7645.2,12751753.40372628,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 206215704 b,358.0,17.83,2019,0.972,5.972e+24,1.0,6371.0,0.1028,0.0062970566,0.0,Transit,0.972,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,5.804784e+24,6371.0,9544585.135897111,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Magnetic World
EPIC 206317286 b,1025.0,14.005,2019,0.84,5.972e+24,0.96,6371.0,0.1028,0.0043805614,0.0,Transit,0.8063999999999999,0.0720863,<0.5,No,Unknown,Unknown,Unknown,Unknown,5.01648e+24,6116.16,8950094.300743714,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Volcanic World
EPIC 206317286 c,1025.0,14.005,2022,5.03,5.972e+24,2.094,6371.0,0.1028,0.04791239,0.0,Transit,10.53282,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,3.0039160000000003e+25,13340.874,11264331.465319175,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Maelstrom World
EPIC 211822797 b,607.0,15.133,2016,4.35,5.972e+24,1.92,6371.0,0.1195,0.05804244,0.06,Transit,8.351999999999999,1.8083935,<0.5,No,Hot,Unknown,Medium,Low,2.59782e+25,12232.32,11587175.65721284,Low,Medium,Unknown,Medium,0.9999846655918636,1.326039812146347,Somewhat High,Nomad Planet
EPIC 211945201 b,593.0,10.154,2018,27.0,5.972e+24,0.514,71492.0,0.1493,0.05338809,0.0,Transit,13.878,1.5159922,<0.5,No,Hot,Unknown,Medium,Low,1.6124400000000002e+26,36746.888,7969455.210142876,Low,Medium,Unknown,Unknown,0.9999806954323288,1.2121989038552106,Low,Storm World
EPIC 212297394 b,1365.0,14.611,2019,2.79,5.972e+24,1.48,6371.0,0.1028,0.0062970566,0.0,Transit,4.1292,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.666188e+25,9429.08,12507530.301112363,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Canyon World
EPIC 212297394 c,1365.0,14.611,2016,5.77,5.972e+24,0.203,71492.0,0.1028,0.014236824,0.0,Transit,1.17131,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,3.445844e+25,14512.876,10918798.34663292,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Storm World
EPIC 212424622 b,1996.0,13.441,2019,5.35,5.972e+24,2.17,6371.0,0.1028,0.0495551,0.0,Transit,11.6095,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,3.19502e+25,13825.07,11156426.421364944,Unknown,Low,Unknown,Unknown,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
EPIC 212499991 b,924.0,13.672,2019,3.19,5.972e+24,1.6,6371.0,0.1028,0.095551,0.0,Transit,5.104,0.0720863,<0.5,No,Unknown,Unknown,Medium,Unknown,1.905068e+25,10193.6,12236057.49401676,Unknown,Medium,Unknown,Medium,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
